,id,year,title
1213,2105,2001,Algorithmic Luckiness
1214,2106,2001,Unsupervised Learning of Human Motion Models
1215,2107,2001,Tree-based reparameterization for approximate inference on loopy graphs
1216,2108,2001,Semi-supervised MarginBoost
1217,2109,2001,Categorization by Learning and Combining Object Parts
1218,211,1989,A Large-Scale Neural Network Which Recognizes Handwritten Kanji Characters
1219,2110,2001,A Neural Oscillator Model of Auditory Selective Attention
1220,2111,2001,Computing Time Lower Bounds for Recurrent Sigmoidal Neural Networks
1221,2112,2001,Activity Driven Adaptive Stochastic Resonance
1222,2113,2001,On the Generalization Ability of On-Line Learning Algorithms
1223,2114,2001,Analog Soft-Pattern-Matching Classifier using Floating-Gate MOS Technology
1224,2115,2001,3 state neurons for contextual processing
1225,2116,2001,Batch Value Function Approximation via Support Vectors
1226,2117,2001,Effective Size of Receptive Fields of Inferior Temporal Visual Cortex Neurons in Natural Scenes
1227,2118,2001,Cobot: A Social Reinforcement Learning Agent
1228,2119,2001,Probabilistic principles in unsupervised learning of visual structure: human data and a model
1229,212,1989,Time Dependent Adaptive Neural Networks
1230,2120,2001,Bayesian Predictive Profiles With Applications to Retail Transaction Data
1231,2121,2001,Analysis of Sparse Bayesian Learning
1232,2122,2001,Reducing multiclass to binary by coupling probability estimates
1233,2123,2001,Asymptotic Universality for Learning Curves of Support Vector Machines
1234,2124,2001,Citcuits for VLSI Implementation of Temporally Asymmetric Hebbian Learning
1235,2125,2001,The Concave-Convex Procedure (CCCP)
1236,2126,2001,Very loopy belief propagation for unwrapping phase images
1237,2127,2001,On the Concentration of Spectral Properties
1238,2128,2001,Online Learning with Kernels
1239,2129,2001,Approximate Dynamic Programming via Linear Programming
1240,213,1989,Connectionist Architectures for Multi-Speaker Phoneme Recognition
1241,2130,2001,A Bayesian Model Predicts Human Parse Preference and Reading Times in Sentence Processing
1242,2131,2001,Dynamic Time-Alignment Kernel in Support Vector Machine
1243,2132,2001,"Duality, Geometry, and Support Vector Regression"
1244,2133,2001,Covariance Kernels from Bayesian Generative Models
1245,2134,2001,Model-Free Least-Squares Policy Iteration
1246,2135,2001,Novel iteration schemes for the Cluster Variation Method
1247,2136,2001,Generalization Performance of Some Learning Problems in Hilbert Functional Spaces
1248,2137,2001,Relative Density Nets: A New Way to Combine Backpropagation with HMM's
1249,2138,2002,Scaling of Probability-Based Optimization Algorithms
1250,2139,2002,Stability-Based Model Selection
1251,214,1989,A Neural Network to Detect Homologies in Proteins
1252,2140,2002,Learning Attractor Landscapes for Learning Motor Primitives
1253,2141,2002,Global Versus Local Methods in Nonlinear Dimensionality Reduction
1254,2142,2002,Dopamine Induced Bistability Enhances Signal Processing in Spiny Neurons
1255,2143,2002,A Convergent Form of Approximate Policy Iteration
1256,2144,2002,Generalized? Linear? Models
1257,2145,2002,Learning Sparse Multiscale Image Representations
1258,2146,2002,Conditional Models on the Ranking Poset
1259,2147,2002,Efficient Learning Equilibrium
1260,2148,2002,Coulomb Classifiers: Generalizing Support Vector Machines via an Analogy to Electrostatic Systems
1261,2149,2002,Identity Uncertainty and Citation Matching
1262,215,1989,Pulse-Firing Neural Chips for Hundreds of Neurons
1263,2150,2002,Bayesian Monte Carlo
1264,2151,2002,Discriminative Binaural Sound Localization
1265,2152,2002,Interpreting Neural Response Variability as Monte Carlo Sampling of the Posterior
1266,2153,2002,Prediction and Semantic Association
1267,2154,2002,Margin-Based Algorithms for Information Filtering
1268,2155,2002,Independent Components Analysis through Product Density Estimation
1269,2156,2002,Adaptive Scaling for Feature Selection in SVMs
1270,2157,2002,Learning to Perceive Transparency from the Statistics of Natural Scenes
1271,2158,2002,Dynamical Causal Learning
1272,2159,2002,Rational Kernels
1273,216,1989,Rule Representations in a Connectionist Chunker
1274,2160,2002,On the Dirichlet Prior and Bayesian Regularization
1275,2161,2002,Analysis of Information in Speech Based on MANOVA
1276,2162,2002,Real-Time Monitoring of Complex Industrial Processes with Particle Filters
1277,2163,2002,One-Class LP Classifiers for Dissimilarity Representations
1278,2164,2002,Distance Metric Learning with Application to Clustering with Side-Information
1279,2165,2002,Charting a Manifold
1280,2166,2002,Adapting Codes and Embeddings for Polychotomies
1281,2167,2002,A Model for Learning Variance Components of Natural Images
1282,2168,2002,Rate Distortion Function in the Spin Glass State: A Toy Model
1283,2169,2002,Feature Selection by Maximum Marginal Diversity
1284,217,1989,VLSI Implementation of a High-Capacity Neural Network Associative Memory
1285,2170,2002,Retinal Processing Emulation in a Programmable 2-Layer Analog Array Processor CMOS Chip
1286,2171,2002,Reinforcement Learning to Play an Optimal Nash Equilibrium in Team Markov Games
1287,2172,2002,VIBES: A Variational Inference Engine for Bayesian Networks
1288,2173,2002,Incremental Gaussian Processes
1289,2174,2002,Application of Variational Bayesian Approach to Speech Recognition
1290,2175,2002,The RA Scanner: Prediction of Rheumatoid Joint Inflammation Based on Laser Imaging
1291,2176,2002,Automatic Derivation of Statistical Algorithms: The EM Family and Beyond
1292,2177,2002,Learning Sparse Topographic Representations with Products of Student-t Distributions
1293,2178,2002,Neural Decoding of Cursor Motion Using a Kalman Filter
1294,2179,2002,Mismatch String Kernels for SVM Protein Classification
1295,218,1989,Real-Time Computer Vision and Robotics Using Analog VLSI Circuits
1296,2180,2002,Automatic Alignment of Local Representations
1297,2181,2002,Approximate Inference and Protein-Folding
1298,2182,2002,Recovering Articulated Model Topology from Observed Rigid Motion
1299,2183,2002,Half-Lives of EigenFlows for Spectral Clustering
1300,2184,2002,"Temporal Coherence, Natural Image Sequences, and the Visual Cortex"
1301,2185,2002,A Statistical Mechanics Approach to Approximate Analytical Bootstrap Averages
1302,2186,2002,Bayesian Estimation of Time-Frequency Coefficients for Audio Signal Enhancement
1303,2187,2002,Robust Novelty Detection with Single-Class MPM
1304,2188,2002,Selectivity and Metaplasticity in a Unified Calcium-Dependent Model
1305,2189,2002,Optoelectronic Implementation of a FitzHugh-Nagumo Neural Model
1306,219,1989,A Systematic Study of the Input/Output Properties of a 2 Compartment Model Neuron With Active Membranes
1307,2190,2002,Spike Timing-Dependent Plasticity in the Address Domain
1308,2191,2002,Regularized Greedy Importance Sampling
1309,2192,2002,Value-Directed Compression of POMDPs
1310,2193,2002,Hyperkernels
1311,2194,2002,Informed Projections
1312,2195,2002,A Minimal Intervention Principle for Coordinated Movement
1313,2196,2002,Effective Dimension and Generalization of Kernel Learning
1314,2197,2002,Learning to Classify Galaxy Shapes Using the EM Algorithm
1315,2198,2002,Dyadic Classification Trees via Structural Risk Minimization
1316,2199,2002,Information Regularization with Partially Labeled Data
1317,22,1987,New Hardware for Massive Neural Networks
1318,220,1989,Mechanisms for Neuromodulation of Biological Neural Networks
1319,2200,2002,A Bilinear Model for Sparse Coding
1320,2201,2002,Binary Tuning is Optimal for Neural Rate Coding with High Temporal Resolution
1321,2202,2002,Kernel Design Using Boosting
1322,2203,2002,Manifold Parzen Windows
1323,2204,2002,Learning to Take Concurrent Actions
1324,2205,2002,Spikernels: Embedding Spiking Neurons in Inner-Product Spaces
1325,2206,2002,Exact MAP Estimates by (Hyper)tree Agreement
1326,2207,2002,Convergence Properties of Some Spike-Triggered Analysis Techniques
1327,2208,2002,Convergent Combinations of Reinforcement Learning with Linear Function Approximation
1328,2209,2002,Kernel-Based Extraction of Slow Features: Complex Cells Learn Disparity and Translation Invariance from Natural Images
1329,221,1989,Development and Regeneration of Eye-Brain Maps: A Computational Model
1330,2210,2002,Multiple Cause Vector Quantization
1331,2211,2002,Topographic Map Formation by Silicon Growth Cones
1332,2212,2002,Fast Transformation-Invariant Factor Analysis
1333,2213,2002,Nonparametric Representation of Policies and Value Functions: A Trajectory-Based Approach
1334,2214,2002,Maximum Likelihood and the Information Bottleneck
1335,2215,2002,Going Metric: Denoising Pairwise Data
1336,2216,2002,Information Diffusion Kernels
1337,2217,2002,Learning to Detect Natural Image Boundaries Using Brightness and Texture
1338,2218,2002,How to Combine Color and Shape Information for 3D Object Recognition: Kernels do the Trick
1339,2219,2002,Timing and Partial Observability in the Dopamine System
1340,222,1989,A Continuous Speech Recognition System Embedding MLP into HMM
1341,2220,2002,Stable Fixed Points of Loopy Belief Propagation Are Local Minima of the Bethe Free Energy
1342,2221,2002,Boosted Dyadic Kernel Discriminants
1343,2222,2002,Knowledge-Based Support Vector Machine Classifiers
1344,2223,2002,Extracting Relevant Structures with Side Information
1345,2224,2002,A Probabilistic Approach to Single Channel Blind Signal Separation
1346,2225,2002,Visual Development Aids the Acquisition of Motion Velocity Sensitivities
1347,2226,2002,A Differential Semantics for Jointree Algorithms
1348,2227,2002,Adaptive Classification by Variational Kalman Filtering
1349,2228,2002,Learning in Zero-Sum Team Markov Games Using Factored Value Functions
1350,2229,2002,Morton-Style Factorial Coding of Color in Primary Visual Cortex
1351,223,1989,Effects of Firing Synchrony on Signal Propagation in Layered Networks
1352,2230,2002,Transductive and Inductive Methods for Approximate Gaussian Process Regression
1353,2231,2002,An Information Theoretic Approach to the Functional Classification of Neurons
1354,2232,2002,Support Vector Machines for Multiple-Instance Learning
1355,2233,2002,Circuit Model of Short-Term Synaptic Dynamics
1356,2234,2002,Learning with Multiple Labels
1357,2235,2002,The Decision List Machine
1358,2236,2002,Field-Programmable Learning Arrays
1359,2237,2002,Reconstructing Stimulus-Driven Neural Networks from Spike Times
1360,2238,2002,Source Separation with a Sensor Array using Graphical Models and Subband Filtering
1361,2239,2002,Artefactual Structure from Least-Squares Multidimensional Scaling
1362,224,1989,Acoustic-Imaging Computations by Echolocating Bats: Unification of Diversely-Represented Stimulus Features into Whole Images
1363,2240,2002,Fast Sparse Gaussian Process Methods: The Informative Vector Machine
1364,2241,2002,Approximate Linear Programming for Average-Cost Dynamic Programming
1365,2242,2002,Forward-Decoding Kernel-Based Phone Recognition
1366,2243,2002,A Digital Antennal Lobe for Pattern Equalization: Analysis and Design
1367,2244,2002,Parametric Mixture Models for Multi-Labeled Text
1368,2245,2002,Learning a Forward Model of a Reflex
1369,2246,2002,Expected and Unexpected Uncertainty: ACh and NE in the Neocortex
1370,2247,2002,Linear Combinations of Optic Flow Vectors for Estimating Self-Motion - a Real-World Test of a Neural Model
1371,2248,2002,Concentration Inequalities for the Missing Mass and for Histogram Rule Error
1372,2249,2002,Combining Dimensions and Features in Similarity-Based Representations
1373,225,1989,Maximum Likelihood Competitive Learning
1374,2250,2002,Mean Field Approach to a Probabilistic Model in Information Retrieval
1375,2251,2002,"Replay, Repair and Consolidation"
1376,2252,2002,Categorization Under Complexity: A Unified MDL Account of Human Learning of Regular and Irregular Categories
1377,2253,2002,Automatic Acquisition and Efficient Representation of Syntactic Structures
1378,2254,2002,Hidden Markov Model of Cortical Synaptic Plasticity: Derivation of the Learning Rule
1379,2255,2002,The Effect of Singularities in a Learning Machine when the True Parameters Do Not Lie on such Singularities
1380,2256,2002,Improving Transfer Rates in Brain Computer Interfacing: A Case Study
1381,2257,2002,Cluster Kernels for Semi-Supervised Learning
1382,2258,2002,Critical Lines in Symmetry of Mixture Models and its Application to Component Splitting
1383,2259,2002,How the Poverty of the Stimulus Solves the Poverty of the Stimulus
1384,226,1989,The Perceptron Algorithm Is Fast for Non-Malicious Distributions
1385,2260,2002,Handling Missing Data with Variational Bayesian Learning of ICA
1386,2261,2002,Margin Analysis of the LVQ Algorithm
1387,2262,2002,"""Name That Song!"" A Probabilistic Approach to Querying on Music and Text"
1388,2263,2002,Nash Propagation for Loopy Graphical Games
1389,2264,2002,Annealing and the Rate Distortion Problem
1390,2265,2002,Branching Law for Axons
1391,2266,2002,FloatBoost Learning for Classification
1392,2267,2002,Data-Dependent Bounds for Bayesian Mixture Methods
1393,2268,2002,Shape Recipes: Scene Representations that Refer to the Image
1394,2269,2002,Ranking with Large Margin Principle: Two Approaches
1395,227,1989,Meiosis Networks
1396,2270,2002,An Estimation-Theoretic Framework for the Presentation of Multiple Stimuli
1397,2271,2002,Dynamic Structure Super-Resolution
1398,2272,2002,Fast Kernels for String and Tree Matching
1399,2273,2002,Graph-Driven Feature Extraction From Microarray Data Using Diffusion Kernels and Kernel CCA
1400,2274,2002,A Formulation for Minimax Probability Machine Regression
1401,2275,2002,Self Supervised Boosting
1402,2276,2002,Stochastic Neighbor Embedding
1403,2277,2002,A Prototype for Automatic Recognition of Spontaneous Facial Actions
1404,2278,2002,"A Maximum Entropy Approach to Collaborative Filtering in Dynamic, Sparse, High-Dimensional Domains"
1405,2279,2002,Multiclass Learning by Probabilistic Embeddings
1406,228,1989,Synergy of Clustering Multiple Back Propagation Networks
1407,2280,2002,Multiplicative Updates for Nonnegative Quadratic Programming in Support Vector Machines
1408,2281,2002,Using Tarjan's Red Rule for Fast Dependency Tree Construction
1409,2282,2002,A Hierarchical Bayesian Markovian Model for Motifs in Biopolymer Sequences
1410,2283,2002,Modeling Midazolam's Effect on the Hippocampus and Recognition Memory
1411,2284,2002,Bayesian Models of Inductive Generalization
1412,2285,2002,A Probabilistic Model for Learning Concatenative Morphology
1413,2286,2002,Recovering Intrinsic Images from a Single Image
1414,2287,2002,Derivative Observations in Gaussian Process Models of Dynamic Systems
1415,2288,2002,Learning About Multiple Objects in Images: Factorial Learning without Factorial Search
1416,2289,2002,Real Time Voice Processing with Audiovisual Feedback: Toward Autonomous Agents with Perfect Pitch
1417,229,1989,A Cost Function for Internal Representations
1418,2290,2002,Intrinsic Dimension Estimation Using Packing Numbers
1419,2291,2002,Improving a Page Classifier with Anchor Extraction and Link Analysis
1420,2292,2002,Clustering with the Fisher Score
1421,2293,2002,Learning Graphical Models with Mercer Kernels
1422,2294,2002,Evidence Optimization Techniques for Estimating Stimulus-Response Functions
1423,2295,2002,Constraint Classification for Multiclass Classification and Ranking
1424,2296,2002,Adaptive Caching by Refetching
1425,2297,2002,Kernel Dependency Estimation
1426,2298,2002,Boosting Density Estimation
1427,2299,2002,Bias-Optimal Incremental Problem Solving
1428,23,1987,A Computer Simulation of Cerebral Neocortex: Computational Capabilities of Nonlinear Neural Networks
1429,230,1989,Learning Aspect Graph Representations from View Sequences
1430,2300,2002,On the Complexity of Learning the Kernel Matrix
1431,2301,2002,An Asynchronous Hidden Markov Model for Audio-Visual Speech Recognition
1432,2302,2002,Prediction of Protein Topologies Using Generalized IOHMMs and RNNs
1433,2303,2002,Speeding up the Parti-Game Algorithm
1434,2304,2002,Minimax Differential Dynamic Programming: An Application to Robust Biped Walking
1435,2305,2002,Real-Time Particle Filters
1436,2306,2002,Using Manifold Stucture for Partially Labeled Classification
1437,2307,2002,A Model for Real-Time Computation in Generic Neural Microcircuits
1438,2308,2002,Feature Selection in Mixture-Based Clustering
1439,2309,2002,The Stability of Kernel Principal Components Analysis and its Relation to the Process Eigenspectrum
1440,231,1989,Bayesian Inference of Regular Grammar and Markov Source Models
1441,2310,2002,Adaptation and Unsupervised Learning
1442,2311,2002,Classifying Patterns of Visual Motion - a Neuromorphic Approach
1443,2312,2002,Maximally Informative Dimensions: Analyzing Neural Responses to Natural Signals
1444,2313,2002,Gaussian Process Priors with Uncertain Inputs Application to Multiple-Step Ahead Time Series Forecasting
1445,2314,2002,Monaural Speech Separation
1446,2315,2002,Bayesian Image Super-Resolution
1447,2316,2002,Learning Semantic Similarity
1448,2317,2002,PAC-Bayes & Margins
1449,2318,2002,Adaptive Nonlinear System Identification with Echo State Networks
1450,2319,2002,Exponential Family PCA for Belief Compression in POMDPs
1451,232,1989,Analog Neural Networks of Limited Precision I: Computing with Multilinear Threshold Functions
1452,2320,2002,Combining Features for BCI
1453,2321,2002,Feature Selection and Classification on Matrix Data: From Large Margins to Small Covering Numbers
1454,2322,2002,Optimality of Reinforcement Learning Algorithms with Linear Function Approximation
1455,2323,2002,Unsupervised Color Constancy
1456,2324,2002,Inferring a Semantic Representation of Text via Cross-Language Correlation Analysis
1457,2325,2002,Fast Exact Inference with a Factored Model for Natural Language Parsing
1458,2326,2002,Developing Topography and Ocular Dominance Using Two aVLSI Vision Sensors and a Neurotrophic Model of Plasticity
1459,2327,2002,"String Kernels, Fisher Kernels and Finite State Automata"
1460,2328,2002,A Note on the Representational Incompatibility of Function Approximation and Factored Dynamics
1461,2329,2002,A Neural Edge-Detection Model for Enhanced Auditory Sensitivity in Modulated Noise
1462,233,1989,"The ""Moving Targets"" Training Algorithm"
1463,2330,2002,Learning in Spiking Neural Assemblies
1464,2331,2002,Neuromorphic Bisable VLSI Synapses with Spike-Timing-Dependent Plasticity
1465,2332,2002,Theory-Based Causal Inference
1466,2333,2002,Discriminative Learning for Label Sequences via Boosting
1467,2334,2002,Spectro-Temporal Receptive Fields of Subthreshold Responses in Auditory Cortex
1468,2335,2002,How Linear are Auditory Cortical Responses?
1469,2336,2002,Discriminative Densities from Maximum Contrast Estimation
1470,2337,2002,Dynamical Constraints on Computing with Spike Timing in the Cortex
1471,2338,2002,Concurrent Object Recognition and Segmentation by Graph Partitioning
1472,2339,2002,Fractional Belief Propagation
1473,234,1989,Dimensionality Reduction and Prior Knowledge in E-Set Recognition
1474,2340,2002,An Impossibility Theorem for Clustering
1475,2341,2002,Location Estimation with a Differential Update Network
1476,2342,2002,Binary Coding in Auditory Cortex
1477,2343,2002,Dynamic Bayesian Networks with Deterministic Latent Tables
1478,2344,2002,Adaptive Quantization and Density Estimation in Silicon
1479,2345,2003,Error Bounds for Transductive Learning via Compression and Clustering
1480,2346,2003,Predicting Speech Intelligibility from a Population of Neurons
1481,2347,2003,Markov Models for Automated ECG Interval Analysis
1482,2348,2003,Perception of the Structure of the Physical World Using Unknown Multimodal Sensors and Effectors
1483,2349,2003,Finding the M Most Probable Configurations using Loopy Belief Propagation
1484,235,1989,Computational Efficiency: A Common Organizing Principle for Parallel Computer Maps and Brain Maps?
1485,2350,2003,Nonstationary Covariance Functions for Gaussian Process Regression
1486,2351,2003,A Kullback-Leibler Divergence Based Kernel for SVM Classification in Multimedia Applications
1487,2352,2003,Discriminative Fields for Modeling Spatial Dependencies in Natural Images
1488,2353,2003,Learning a Rare Event Detection Cascade by Direct Feature Selection
1489,2354,2003,Denoising and Untangling Graphs Using Degree Priors
1490,2355,2003,Discriminating Deformable Shape Classes
1491,2356,2003,Dopamine Modulation in a Basal Ganglio-Cortical Network of Working Memory
1492,2357,2003,Prediction on Spike Data Using Kernel Algorithms
1493,2358,2003,Probabilistic Inference of Speech Signals from Phaseless Spectrograms
1494,2359,2003,Locality Preserving Projections
1495,236,1989,Comparing the Performance of Connectionist and Statistical Classifiers on an Image Segmentation Problem
1496,2360,2003,Online Passive-Aggressive Algorithms
1497,2361,2003,Geometric Clustering Using the Information Bottleneck Method
1498,2362,2003,Sequential Bayesian Kernel Regression
1499,2363,2003,Training a Quantum Neural Network
1500,2364,2003,Near-Minimax Optimal Classification with Dyadic Classification Trees
1501,2365,2003,Large Scale Online Learning
1502,2366,2003,Learning a Distance Metric from Relative Comparisons
1503,2367,2003,Robustness in Markov Decision Problems with Uncertain Transition Matrices
1504,2368,2003,An Improved Scheme for Detection and Labelling in Johansson Displays
1505,2369,2003,Circuit Optimization Predicts Dynamic Networks for Chemosensory Orientation in Nematode C. elegans
1506,237,1989,A Reconfigurable Analog VLSI Neural Network Chip
1507,2370,2003,Automatic Annotation of Everyday Movements
1508,2371,2003,Statistical Debugging of Sampled Programs
1509,2372,2003,Bounded Finite State Controllers
1510,2373,2003,Minimax Embeddings
1511,2374,2003,An MCMC-Based Method of Comparing Connectionist Models in Cognitive Science
1512,2375,2003,Synchrony Detection by Analogue VLSI Neurons with Bimodal STDP Synapses
1513,2376,2003,Iterative Scaled Trust-Region Learning in Krylov Subspaces via Pearlmutter's Implicit Sparse Hessian
1514,2377,2003,Modeling User Rating Profiles For Collaborative Filtering
1515,2378,2003,Policy Search by Dynamic Programming
1516,2379,2003,Sparse Representation and Its Applications in Blind Source Separation
1517,238,1989,Asymptotic Convergence of Backpropagation: Numerical Experiments
1518,2380,2003,Eye Movements for Reward Maximization
1519,2381,2003,A Sampled Texture Prior for Image Super-Resolution
1520,2382,2003,ARA*: Anytime A* with Provable Bounds on Sub-Optimality
1521,2383,2003,A Holistic Approach to Compositional Semantics: a connectionist model and robot experiments
1522,2384,2003,Increase Information Transfer Rates in BCI by CSP Extension to Multi-class
1523,2385,2003,Online Classification on a Budget
1524,2386,2003,"Using the Forest to See the Trees: A Graphical Model Relating Features, Objects, and Scenes"
1525,2387,2003,PAC-Bayesian Generic Chaining
1526,2388,2003,Learning Spectral Clustering
1527,2389,2003,Information Dynamics and Emergent Computation in Recurrent Circuits of Spiking Neurons
1528,239,1989,Digital-Analog Hybrid Synapse Chips for Electronic Neural Networks
1529,2390,2003,Learning Near-Pareto-Optimal Conventions in Polynomial Time
1530,2391,2003,Inferring State Sequences for Non-linear Systems with Embedded Hidden Markov Models
1531,2392,2003,Plasticity Kernels and Temporal Statistics
1532,2393,2003,Perspectives on Sparse Bayesian Learning
1533,2394,2003,Maximum Likelihood Estimation of a Stochastic Integrate-and-Fire Neural Model
1534,2395,2003,Mechanism of Neural Interference by Transcranial Magnetic Stimulation: Network or Single Neuron?
1535,2396,2003,ICA-based Clustering of Genes from Microarray Expression Data
1536,2397,2003,Max-Margin Markov Networks
1537,2398,2003,Local Phase Coherence and the Perception of Blur
1538,2399,2003,Optimal Manifold Representation of Data: An Information Theoretic Approach
1539,24,1987,Optimal Neural Spike Classification
1540,240,1989,A self-organizing multiple-view representation of 3D objects
1541,2400,2003,Wormholes Improve Contrastive Divergence
1542,2401,2003,A Probabilistic Model of Auditory Space Representation in the Barn Owl
1543,2402,2003,Towards Social Robots: Automatic Evaluation of Human-Robot Interaction by Facial Expression Classification
1544,2403,2003,Invariant Pattern Recognition by Semi-Definite Programming Machines
1545,2404,2003,Approximate Expectation Maximization
1546,2405,2003,Classification with Hybrid Generative/Discriminative Models
1547,2406,2003,Identifying Structure across Pre-partitioned Data
1548,2407,2003,Tree-structured Approximations by Expectation Propagation
1549,2408,2003,Analytical Solution of Spike-timing Dependent Plasticity Based on Synaptic Biophysics
1550,2409,2003,A Mixed-Signal VLSI for Real-Time Generation of Edge-Based Image Vectors
1551,241,1989,TRAFFIC: Recognizing Objects Using Hierarchical Reference Frame Transformations
1552,2410,2003,Information Maximization in Noisy Channels : A Variational Approach
1553,2411,2003,On the Concentration of Expectation and Approximate Inference in Layered Networks
1554,2412,2003,A Biologically Plausible Algorithm for Reinforcement-shaped Representational Learning
1555,2413,2003,A Nonlinear Predictive State Representation
1556,2414,2003,A Classification-based Cocktail-party Processor
1557,2415,2003,"A Summating, Exponentially-Decaying CMOS Synapse for Spiking Neural Systems"
1558,2416,2003,"Large Margin Classifiers: Convex Loss, Low Noise, and Convergence Rates"
1559,2417,2003,Learning to Find Pre-Images
1560,2418,2003,Estimating Internal Variables and Paramters of a Learning Agent by a Particle Filter
1561,2419,2003,Linear Response for Approximate Inference
1562,242,1989,Algorithms for Better Representation and Faster Learning in Radial Basis Function Networks
1563,2420,2003,Gaussian Processes in Reinforcement Learning
1564,2421,2003,Eigenvoice Speaker Adaptation via Composite Kernel Principal Component Analysis
1565,2422,2003,Impact of an Energy Normalization Transform on the Performance of the LF-ASD Brain Computer Interface
1566,2423,2003,Probabilistic Inference in Human Sensorimotor Processing
1567,2424,2003,Envelope-based Planning in Relational MDPs
1568,2425,2003,Bounded Invariance and the Formation of Place Fields
1569,2426,2003,Bayesian Color Constancy with Non-Gaussian Models
1570,2427,2003,Bias-Corrected Bootstrap and Model Uncertainty
1571,2428,2003,Clustering with the Connectivity Kernel
1572,2429,2003,Variational Linear Response
1573,243,1989,Higher Order Recurrent Networks and Grammatical Inference
1574,2430,2003,Linear Program Approximations for Factored Continuous-State Markov Decision Processes
1575,2431,2003,Linear Dependent Dimensionality Reduction
1576,2432,2003,An MDP-Based Approach to Online Mechanism Design
1577,2433,2003,Margin Maximizing Loss Functions
1578,2434,2003,Semi-Definite Programming by Perceptron Learning
1579,2435,2003,Efficient Multiscale Sampling from Products of Gaussian Mixtures
1580,2436,2003,One Microphone Blind Dereverberation Based on Quasi-periodicity of Speech Signals
1581,2437,2003,Applying Metric-Trees to Belief-Point POMDPs
1582,2438,2003,Semidefinite Relaxations for Approximate Inference on Graphs with Cycles
1583,2439,2003,Learning Bounds for a Generalized Family of Bayesian Posterior Distributions
1584,244,1989,A Neural Network for Feature Extraction
1585,2440,2003,Online Learning of Non-stationary Sequences
1586,2441,2003,The Doubly Balanced Network of Spiking Neurons: A Memory Model with High Capacity
1587,2442,2003,Efficient and Robust Feature Extraction by Maximum Margin Criterion
1588,2443,2003,Non-linear CCA and PCA by Alignment of Local Models
1589,2444,2003,Laplace Propagation
1590,2445,2003,Gene Expression Clustering with Functional Mixture Models
1591,2446,2003,A Neuromorphic Multi-chip Model of a Disparity Selective Complex Cell
1592,2447,2003,Ranking on Data Manifolds
1593,2448,2003,Distributed Optimization in Adaptive Networks
1594,2449,2003,Training fMRI Classifiers to Detect Cognitive States across Multiple Human Subjects
1595,245,1989,Analog Circuits for Constrained Optimization
1596,2450,2003,1-norm Support Vector Machines
1597,2451,2003,An Infinity-sample Theory for Multi-category Large Margin Classification
1598,2452,2003,"Learning a World Model and Planning with a Self-Organizing, Dynamic Neural System"
1599,2453,2003,Can We Learn to Beat the Best Stock
1600,2454,2003,Probability Estimates for Multi-Class Classification by Pairwise Coupling
1601,2455,2003,Autonomous Helicopter Flight via Reinforcement Learning
1602,2456,2003,Approximate Policy Iteration with a Policy Language Bias
1603,2457,2003,Information Bottleneck for Gaussian Variables
1604,2458,2003,An Autonomous Robotic System for Mapping Abandoned Mines
1605,2459,2003,Ambiguous Model Learning Made Unambiguous with 1/f Priors
1606,246,1989,Computer Simulation of Oscillatory Behavior in Cerebral Cortical Networks
1607,2460,2003,Reconstructing MEG Sources with Unknown Correlations
1608,2461,2003,"Out-of-Sample Extensions for LLE, Isomap, MDS, Eigenmaps, and Spectral Clustering"
1609,2462,2003,Self-calibrating Probability Forecasting
1610,2463,2003,When Does Non-Negative Matrix Factorization Give a Correct Decomposition into Parts?
1611,2464,2003,Semi-Supervised Learning with Trees
1612,2465,2003,Link Prediction in Relational Data
1613,2466,2003,Hierarchical Topic Models and the Nested Chinese Restaurant Process
1614,2467,2003,Unsupervised Context Sensitive Language Acquisition from a Large Corpus
1615,2468,2003,No Unbiased Estimator of the Variance of K-Fold Cross-Validation
1616,2469,2003,New Algorithms for Efficient High Dimensional Non-parametric Classification
1617,2470,2003,Sparse Greedy Minimax Probability Machine Classification
1618,2471,2003,"Minimising Contrastive Divergence in Noisy, Mixed-mode VLSI Neurons"
1619,2472,2003,A Recurrent Model of Orientation Maps with Simple and Complex Cells
1620,2473,2003,Design of Experiments via Information Theory
1621,2474,2003,A Model for Learning the Semantics of Pictures
1622,2475,2003,A Functional Architecture for Motion Pattern Processing in MSTd
1623,2476,2003,All learning is Local: Multi-agent Learning in Global Reward Games
1624,2477,2003,Sparseness of Support Vector Machines---Some Asymptotically Sharp Bounds
1625,2478,2003,Multiple Instance Learning via Disjunctive Programming Boosting
1626,2479,2003,Human and Ideal Observers for Detecting Image Curves
1627,248,1989,The Effects of Circuit Integration on a Feature Map Vector Quantizer
1628,2480,2003,From Algorithmic to Subjective Randomness
1629,2481,2003,Warped Gaussian Processes
1630,2482,2003,Salient Boundary Detection using Ratio Contour
1631,2483,2003,Approximate Analytical Bootstrap Averages for Support Vector Classifiers
1632,2484,2003,Insights from Machine Learning Applied to Human Visual Classification
1633,2485,2003,Approximate Planning in POMDPs with Macro-Actions
1634,2486,2003,Feature Selection in Clustering Problems
1635,2487,2003,Application of SVMs for Colour Classification and Collision Detection with AIBO Robots
1636,2488,2003,Sample Propagation
1637,2489,2003,How to Combine Expert (and Novice) Advice when Actions Impact the Environment?
